연번,업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
175,휴게음식점,던킨도너츠 수성아동병원점,대구광역시 수성구 명덕로 424 (수성동2가),대구광역시 수성구 수성동2가 63-1 ,94.9,폐업,커피숍
176,휴게음식점,단테카페,"대구광역시 수성구 무학로 25, 1층 (상동)",대구광역시 수성구 상동 416-1 ,117.49,053-285-8585,커피숍
177,휴게음식점,투썸플레이스황금점,대구광역시 수성구 청수로 107 (황금동),대구광역시 수성구 황금동 889-1 1층 ,412.06,053-765-1777,커피숍
178,휴게음식점,웰스프링(wellspring),"대구광역시 수성구 용학로28길 8, 301동 1층 101호 (두산동, 수성화성파크드림)",대구광역시 수성구 두산동 789 수성화성파크드림 1층 301동 101호,33.57,053-784-1003,커피숍
179,휴게음식점,핸즈커피 들안길점,대구광역시 수성구 무학로 103 (두산동),"대구광역시 수성구 두산동 177-8 1,2층 ",297.66,053-766-3476,커피숍
180,휴게음식점,이디야커피 대구신매역점,대구광역시 수성구 달구벌대로 3179 (매호동),대구광역시 수성구 매호동 1344-21 ,97.6,053-795-2223,커피숍
181,휴게음식점,이대표커피,대구광역시 수성구 동대구로 312 (범어동),"대구광역시 수성구 범어동 190-1 1,2층 ",406.4,053-745-2234,커피숍
182,휴게음식점,스타벅스커피대구수성하이츠점,대구광역시 수성구 수성로 393 (수성동4가),"대구광역시 수성구 수성동4가 1090-8 수성하이츠 상가동 104,1호",181.88,053-754-8662,커피숍
183,휴게음식점,프랭크버거범어점,대구광역시 수성구 청호로 424 (범어동),대구광역시 수성구 범어동 85-2 ,74.5,0507-1452-2563,커피숍
184,휴게음식점,카페포어스,"대구광역시 수성구 달구벌대로502길 5-19, 1층 (범어동)",대구광역시 수성구 범어동 206-15 1층 ,69.03,053-742-6111,커피숍
185,휴게음식점,훗,대구광역시 수성구 범어로20길 30 (범어동),대구광역시 수성구 범어동 210-44 ,72.47,0507-1389-8388,커피숍
186,휴게음식점,스타벅스대구만촌DT점,대구광역시 수성구 달구벌대로 2636 (만촌동),"대구광역시 수성구 만촌동 853-3 1,2,3층 ",314.57,053-745-8619,커피숍
187,휴게음식점,샐러드야,대구광역시 수성구 동대구로59길 16 (범어동),대구광역시 수성구 범어동 790-18 ,120.95,0507-1339-0075,커피숍
188,휴게음식점,카페프레도,대구광역시 수성구 용학로 200 (지산동),대구광역시 수성구 지산동 1194 ,63,개인정보 포함,커피숍
189,휴게음식점,애드업(add up),대구광역시 수성구 동대구로20길 8 (지산동),대구광역시 수성구 지산동 950-7 ,0,053-762-3331,커피숍
190,휴게음식점,카페나루앤마트,대구광역시 수성구 동대구로 16 (지산동),대구광역시 수성구 지산동 1054-4 ,63.07,053-761-2522,커피숍
191,휴게음식점,탐앤탐스대구들안길점,대구광역시 수성구 들안로 10 (두산동),대구광역시 수성구 두산동 172-6 ,281.2,053-767-5900,커피숍
192,휴게음식점,커피데이시지,"대구광역시 수성구 달구벌대로 3190 (신매동, 천주성삼병원내1층)",대구광역시 수성구 신매동 567-9 천주성삼병원내1층 ,13.26,053-791-9097,커피숍
193,휴게음식점,매스커피 대구은행점,대구광역시 수성구 수성로 379 (수성동1가),대구광역시 수성구 수성동1가 43-3 ,66.71,053-215-8994,커피숍
194,휴게음식점,커피마시로(COFFEE MASIRO),"대구광역시 수성구 달구벌대로617길 10, 1층 101호 (시지동)",대구광역시 수성구 시지동 134-3 1층 101호,56.5,053-795-5324,커피숍
195,휴게음식점,르고메드파리16,"대구광역시 수성구 달구벌대로 2383 (범어동, 1,2층)","대구광역시 수성구 범어동 557-8 1,2층 ",194.37,053-742-8216,커피숍
196,휴게음식점,마니,대구광역시 수성구 동대구로38안길 11-14 (황금동),대구광역시 수성구 황금동 656-4 ,74.95,053-768-6762,커피숍
197,휴게음식점,설빙대구시지점,대구광역시 수성구 고산로 102-4 (신매동),대구광역시 수성구 신매동 567-34 ,181.66,053-791-7175,커피숍
198,휴게음식점,더 킹,"대구광역시 수성구 달구벌대로 3280, 지하1층 (신매동)",대구광역시 수성구 신매동 30-5 ,32.12,데이터 미집계,커피숍
199,휴게음식점,초콜렛그루브(빠티랩),"대구광역시 수성구 동대구로74길 25, 2,3층 (범어동)",대구광역시 수성구 범어동 51-11 ,149.89,0507-1377-0257,커피숍
200,휴게음식점,카페곰,대구광역시 수성구 상화로5길 37 (상동),대구광역시 수성구 상동 156-2 ,70.13,053-746-6118,커피숍
201,휴게음식점,커피명가엘림점,"대구광역시 수성구 달구벌대로526안길 3, 1,2층 (만촌동)","대구광역시 수성구 만촌동 853-18 1,2층 ",125.35,053-751-0892,커피숍
202,휴게음식점,이디야커피대구수성점,대구광역시 수성구 명덕로 432 (수성동3가),대구광역시 수성구 수성동3가 336 102호 ,80.13,053-752-5669,커피숍
203,휴게음식점,씨유황금나비점,대구광역시 수성구 청솔로 7 (황금동),대구광역시 수성구 황금동 744-11 ,13.44,053-761-4469,커피숍
204,휴게음식점,커피넘버파이브(COFFEE NO.5),대구광역시 수성구 노변공원로7길 3 (시지동),대구광역시 수성구 시지동 500-5 ,29.82,0507-1349-4099,커피숍
205,휴게음식점,레브릭,"대구광역시 수성구 동대구로80길 10-21, 2층 (범어동)",대구광역시 수성구 범어동 47-1 2층 ,64.83,개인정보 포함,커피숍
206,휴게음식점,커피홀릭,대구광역시 수성구 희망로36길 126 (황금동),대구광역시 수성구 황금동 794-18 ,57.17,053-290-7033,커피숍
207,휴게음식점,설빙 대구범어점,"대구광역시 수성구 달구벌대로480길 29, 2층 (범어동)",대구광역시 수성구 범어동 547-69 2층 ,130.2,053-745-8004,커피숍
208,휴게음식점,설빙(대구신천점),"대구광역시 수성구 범어천로 200, 401동 2층 104호 (범어동, 범어 월드메르디앙 웨스턴 카운티)",대구광역시 수성구 범어동 966-1 범어 월드메르디앙 웨스턴 카운티 2층 401동 104호,180,053-763-1706,커피숍
209,휴게음식점,키친비에또,대구광역시 수성구 세진로 66 (만촌동),대구광역시 수성구 만촌동 1018-36 ,67.87,053-751-8181,커피숍
210,휴게음식점,튜브피시방,"대구광역시 수성구 달구벌대로 3114, 5층 (시지동)",대구광역시 수성구 시지동 258-4 5층 ,13.5,053-791-3422,커피숍
211,휴게음식점,태담컴퍼니(드롭탑두산위브더제니스점),"대구광역시 수성구 달구벌대로 2435, 301동 B303호 (범어동, 두산위브더제니스)",대구광역시 수성구 범어동 179 두산위브더제니스 301동 B303호,64.12,053-740-7600,커피숍
212,휴게음식점,커피인피니티,대구광역시 수성구 신매로4길 8-5 (신매동),대구광역시 수성구 신매동 591-3 ,130.17,053-794-2718,커피숍
213,휴게음식점,달콤커피 시지점,"대구광역시 수성구 고산로 102-5, 2층 (신매동)",대구광역시 수성구 신매동 567-53 ,179.7,053-791-0779,커피숍
214,휴게음식점,썸데이아이윌,대구광역시 수성구 국채보상로 830 (범어동),대구광역시 수성구 범어동 1806 ,24.84,053-759-0165,커피숍
215,휴게음식점,라우스터프,대구광역시 수성구 달구벌대로489길 77 (범어동),대구광역시 수성구 범어동 152-31 ,101.34,053-742-4890,커피숍
216,휴게음식점,아트갤러리티하우스문,대구광역시 수성구 무학로 180 (지산동),대구광역시 수성구 지산동 1137-3 ,66,053-218-6029,커피숍
217,휴게음식점,엔제리너스정화팔레스DI,"대구광역시 수성구 수성로 140-1, 1,2층 (상동)","대구광역시 수성구 상동 29-6 1,2층 ",306.09,070-4792-2004,커피숍
218,휴게음식점,대구지방경찰청카페,대구광역시 수성구 무학로 227 (지산동),대구광역시 수성구 지산동 720 ,52,053-804-3232,커피숍
219,휴게음식점,커피명가범어점,대구광역시 수성구 동대구로52길 19 (범어동),대구광역시 수성구 범어동 899-14 ,79.2,053-744-0892,커피숍
220,휴게음식점,투썸플레이스,"대구광역시 수성구 달구벌대로 2333, 1,2층 (수성동4가)",대구광역시 수성구 수성동4가 1085-34 ,294.54,053-756-1160,커피숍
221,휴게음식점,커피레드(Coffee Red),대구광역시 수성구 용학로 246 (지산동),대구광역시 수성구 지산동 1205-15 ,28,053-783-5027,커피숍
222,휴게음식점,카페닻별,대구광역시 수성구 시지로1길 11 (시지동),대구광역시 수성구 시지동 252-8 ,75.26,0507-1342-3398,커피숍
223,휴게음식점,텐퍼센트,"대구광역시 수성구 수성로75길 16, 401동 103호 (수성동1가, 유성푸르나임)",대구광역시 수성구 수성동1가 230 유성푸르나임 401동 103호,59.51,053-783-6300,커피숍
224,휴게음식점,엔젤엔틱,"대구광역시 수성구 파동로2길 13, 1층 (파동)",대구광역시 수성구 파동 454-5 ,90.72,053-741-1189,커피숍
225,휴게음식점,류인(류in),대구광역시 수성구 상록로11길 94 (범어동),대구광역시 수성구 범어동 2191 ,42.73,053-214-3527,커피숍
226,휴게음식점,투썸플레이스대구범어점,대구광역시 수성구 명덕로 476 (범어동),대구광역시 수성구 범어동 805-373 ,270.41,070-4141-2372,커피숍
227,휴게음식점,스타벅스커피대구시지점,대구광역시 수성구 달구벌대로 3216 (신매동),대구광역시 수성구 신매동 567-43 ,337.18,1522-3232,커피숍
228,휴게음식점,커피바람,대구광역시 수성구 팔현길 209-35 (만촌동),대구광역시 수성구 만촌동 74-8 ,96.94,053-755-3600,커피숍
229,휴게음식점,아마노(Amano),대구광역시 수성구 범어로 139 (범어동),대구광역시 수성구 범어동 147-3 ,59.16,053-744-3335,커피숍
230,휴게음식점,제이키친2015,대구광역시 수성구 달구벌대로652길 33 (신매동),대구광역시 수성구 신매동 102-4 ,36.56,0507-1355-6465,커피숍
231,휴게음식점,나비드,대구광역시 수성구 달구벌대로650길 70 (신매동),대구광역시 수성구 신매동 591 ,86.91,053-818-9967,커피숍
232,휴게음식점,파스쿠찌시지점,대구광역시 수성구 신매로19길 46 (신매동),대구광역시 수성구 신매동 567-58 ,275.62,053-794-8497,커피숍
233,휴게음식점,스테이,대구광역시 수성구 수성로15길 12 (상동),대구광역시 수성구 상동 295-7 ,117.92,053-767-8582,커피숍
234,휴게음식점,라프루따,대구광역시 수성구 달구벌대로652길 75 (욱수동),대구광역시 수성구 욱수동 231-3 ,127.16,053-794-6668,커피숍
235,휴게음식점,카페키다리,"대구광역시 수성구 천을로 70, 107동 107호 (시지동)",대구광역시 수성구 시지동 41 ,45,0507-1361-4702,커피숍
236,휴게음식점,알케미커피,대구광역시 수성구 세진로 57 (만촌동),대구광역시 수성구 만촌동 960-72 ,11.73,053-743-9980,커피숍
237,휴게음식점,이디야커피대구범어점,대구광역시 수성구 국채보상로 856 (범어동),대구광역시 수성구 범어동 1-1 ,105.2,053-753-5060,커피숍
238,휴게음식점,오예!커피,대구광역시 수성구 달구벌대로488안길 5 (범어동),대구광역시 수성구 범어동 391-6 ,28.86,053-358-5431,커피숍
239,휴게음식점,카페노리터,대구광역시 수성구 파동로 72 (파동),대구광역시 수성구 파동 506-6 ,36,053-263-6307,커피숍
240,휴게음식점,커피커뮤니티,대구광역시 수성구 들안로16길 17 (두산동),대구광역시 수성구 두산동 34-11 ,15,0507-1326-2513,커피숍
241,휴게음식점,아날로그,"대구광역시 수성구 파동로 120, 14(상가)동 19호 (파동, 대자연1차)",대구광역시 수성구 파동 153 ,26.91,053-765-5258,커피숍
242,휴게음식점,카페 드 크레마,대구광역시 수성구 동대구로 271 (범어동),대구광역시 수성구 범어동 595-27 ,28.47,053-740-7770,커피숍
243,휴게음식점,투엔포,대구광역시 수성구 지범로39길 11-7 (범물동),대구광역시 수성구 범물동 1275-1 ,7.29,데이터 미집계,커피숍
244,휴게음식점,카페드리코(CafeDRICO),대구광역시 수성구 수성로 215 (중동),대구광역시 수성구 중동 269-3 ,14.87,데이터 미집계,커피숍
245,휴게음식점,카페204,"대구광역시 수성구 국채보상로204길 6, 1호 (만촌동)",대구광역시 수성구 만촌동 963-3 ,60.16,데이터 미집계,커피숍
246,휴게음식점,봄봄,대구광역시 수성구 신매로19길 54 (신매동),대구광역시 수성구 신매동 567-41 ,45,데이터 미집계,커피숍
247,휴게음식점,할리스커피대구수성못점,"대구광역시 수성구 용학로 115, 1,2층 (두산동)",대구광역시 수성구 두산동 690 1동 ,311.03,053-761-5655,커피숍
248,휴게음식점,대구범어역점 빽다방,대구광역시 수성구 달구벌대로 2396 (범어동),대구광역시 수성구 범어동 561-3 ,124.94,053-741-1308,커피숍
249,휴게음식점,마시그래이 만촌점,대구광역시 수성구 달구벌대로 2610 (만촌동),대구광역시 수성구 만촌동 1040-15 ,30,053-751-8441,커피숍
250,휴게음식점,이디야커피 대구범어두레점,"대구광역시 수성구 달구벌대로496길 72, 상가동 107,108호 (범어동)",대구광역시 수성구 범어동 305-3 ,144.2,053-745-2220,커피숍
251,휴게음식점,할리스커피 범어점,대구광역시 수성구 범어천로 44 (범어동),대구광역시 수성구 범어동 722-1 ,173.93,053-761-2187,커피숍
252,휴게음식점,스타벅스커피 대구삼성화재점,대구광역시 수성구 동대구로 401 (범어동),대구광역시 수성구 범어동 2-1 ,238.68,053-752-8947,커피숍
253,휴게음식점,빽다방 신매협화점,"대구광역시 수성구 신매로 91, 113동 103호 (신매동)",대구광역시 수성구 신매동 570 ,33.75,070-7538-1724,커피숍
254,휴게음식점,커피파리스,대구광역시 수성구 천을로 237 (사월동),대구광역시 수성구 사월동 238-2 ,116.08,053-215-3489,커피숍
255,휴게음식점,타라,대구광역시 수성구 동대구로54길 40 (범어동),대구광역시 수성구 범어동 373-40 ,52.8,데이터 미집계,커피숍
256,휴게음식점,코모도커피,대구광역시 수성구 달구벌대로647길 20-9 (신매동),대구광역시 수성구 신매동 256 ,27.4,0507-1359-3654,커피숍
257,휴게음식점,할리스범어점2,"대구광역시 수성구 범어천로 44, 2층 (범어동)",대구광역시 수성구 범어동 722-1 ,67.76,053-759-5779,커피숍
258,휴게음식점,커피지베,대구광역시 수성구 신매로16길 56-15 (신매동),대구광역시 수성구 신매동 574-6 ,25.31,053-793-4129,커피숍
259,휴게음식점,카페1994,대구광역시 수성구 달구벌대로489길 23 (범어동),대구광역시 수성구 범어동 161-5 ,92.4,053-744-1994,커피숍
260,휴게음식점,박승자도넛&커피,대구광역시 수성구 수성로 337 (수성동1가),대구광역시 수성구 수성동1가 222-5 ,24,053-753-7244,커피숍
261,휴게음식점,마마스홈,"대구광역시 수성구 청수로40길 72, 1층 (지산동)",대구광역시 수성구 지산동 979-15 1층 ,85.94,053-783-1338,커피숍
262,휴게음식점,쁠레나,대구광역시 수성구 무학로37길 50 (지산동),대구광역시 수성구 지산동 819-6 ,36.04,053-767-5153,커피숍
263,휴게음식점,스타벅스수성레이크점,"대구광역시 수성구 수성못길 4, 1,2,3층 (두산동)",대구광역시 수성구 두산동 840-1 ,818.36,053-761-8413,커피숍
264,휴게음식점,이에스씨(EIGHTY SEVEN COFFEE),대구광역시 수성구 지범로39길 21-9 (범물동),대구광역시 수성구 범물동 1277 ,40.22,053-782-8519,커피숍
265,휴게음식점,파스쿠찌수성점,대구 수성구 수성로69길 41,대구광역시 수성구 수성동1가 249-139 4동 104호 204호 ,206.39,053-745-5566,커피숍
266,휴게음식점,한국광유(주)투썸플레이스대구만촌점,"대구광역시 수성구 달구벌대로 2626, 1,2층 (만촌동)",대구광역시 수성구 만촌동 853 ,540.09,053-524-5151,커피숍
267,휴게음식점,투고커피(2 go coffee),대구광역시 수성구 명덕로 443 (수성동3가),대구광역시 수성구 수성동3가 327 ,31.09,데이터 미집계,커피숍
268,휴게음식점,스타벅스대구상동DT점,"대구광역시 수성구 무학로 29, 1,2층 (상동)",대구광역시 수성구 상동 415-1 ,317.75,053-768-1180,커피숍
269,휴게음식점,카페제이위드유,"대구광역시 수성구 달구벌대로456길 33, 1,2층 (수성동1가)",대구광역시 수성구 수성동1가 671-33 ,156.6,053-742-5141,커피숍
270,휴게음식점,꽃라떼,"대구광역시 수성구 국채보상로 1073-2, 1층 (만촌동)",대구광역시 수성구 만촌동 685-51 1층 ,66,데이터 미집계,커피숍
271,휴게음식점,씨유대구범어경신점,"대구광역시 수성구 달구벌대로504길 45, 1층 (범어동)",대구광역시 수성구 범어동 96-3 ,9.9,053-751-3942,커피숍
272,휴게음식점,할타보카,"대구광역시 수성구 교학로 3, 3동 점포4호 (만촌동)",대구광역시 수성구 만촌동 860 ,20.27,053-752-4742,커피숍
273,휴게음식점,투썸플레이스,대구광역시 수성구 수성로 299 (수성동1가),대구광역시 수성구 수성동1가 298-2 ,279.55,053-768-7370,커피숍
274,휴게음식점,봄봄,대구광역시 수성구 달구벌대로 2522 (범어동),대구광역시 수성구 범어동 211-2 ,50,0507-1334-7692,커피숍
275,휴게음식점,탐앤탐스대구삼성라이온즈파크점,"대구광역시 수성구 야구전설로 1, 2층 08호 (연호동)",대구광역시 수성구 연호동 178 ,31.41,데이터 미집계,커피숍
276,휴게음식점,카페블리스,"대구광역시 수성구 노변로 91, 1층 (노변동)",대구광역시 수성구 노변동 122-9 ,191.23,053-792-9090,커피숍
277,휴게음식점,카페12(cafe12),"대구광역시 수성구 동대구로20길 84, 1층 (지산동)",대구광역시 수성구 지산동 971-14 ,37.03,053-766-1020,커피숍
278,휴게음식점,마듀(범어성당점),대구광역시 수성구 청솔로 124-13 (범어동),대구광역시 수성구 범어동 800-36 ,50,053-752-8969,커피숍
279,휴게음식점,본더브레드,"대구광역시 수성구 달구벌대로 2372, 1층 (범어동)",대구광역시 수성구 범어동 804-77 1층 ,83.35,053-742-2002,커피숍
280,휴게음식점,이디야커피대구시지고교점,대구광역시 수성구 달구벌대로650길 95 (욱수동),대구광역시 수성구 욱수동 228-2 ,109.04,053-793-4146,커피숍
281,휴게음식점,초록하우스,대구광역시 수성구 동원로28길 49 (만촌동),대구광역시 수성구 만촌동 1328-6 ,54,053-202-5158,커피숍
282,휴게음식점,스타벅스대구황금DT점,"대구광역시 수성구 청수로 164, 1~3층 (지산동)",대구광역시 수성구 지산동 941 1~3층 ,505.2,053-767-3223,커피숍
283,휴게음식점,바질커피,대구광역시 수성구 청호로 322 (황금동),대구광역시 수성구 황금동 64-2 ,20.5,053-281-8787,커피숍
284,휴게음식점,카페봄봄,대구광역시 수성구 달구벌대로528길 7 (만촌동),대구광역시 수성구 만촌동 855 ,43.48,053-742-3773,커피숍
285,휴게음식점,커피튜드(Coffitude),대구광역시 수성구 동대구로73길 22-4 (범어동),대구광역시 수성구 범어동 18-7 ,24,0507-1429-1833,커피숍
286,휴게음식점,그라찌에수성대학교점,"대구광역시 수성구 달구벌대로528길 15, 2동 4층 (만촌동, 수성대학교신비관)",대구광역시 수성구 만촌동 산 395 ,10.63,02-338-9620,커피숍
287,휴게음식점,만남의광장,"대구광역시 수성구 달구벌대로 지하 2950, 지하1층 (연호동)",대구광역시 수성구 연호동 154-5 ,118.16,0507-1374-3152,커피숍
288,휴게음식점,도노커피(dono coffee),대구광역시 수성구 청수로 22-12 (중동),대구광역시 수성구 중동 593-2 ,49.68,053-761-7212,커피숍
289,휴게음식점,읽다;익다,"대구광역시 수성구 고산로4안길 33-10, 1층 (신매동)",대구광역시 수성구 신매동 607-3 1층 ,108.51,0507-1416-1125,커피숍
290,휴게음식점,까페단팥시지점,대구광역시 수성구 달구벌대로 3090 (시지동),대구광역시 수성구 시지동 252-12 ,92,데이터 미집계,커피숍
291,휴게음식점,한지나룻터,대구광역시 수성구 월드컵로5안길 13 (삼덕동),대구광역시 수성구 삼덕동 310-7 ,64.37,개인정보 포함,커피숍
292,휴게음식점,디보트커피(Devote Coffee),대구광역시 수성구 청수로9길 40 (중동),대구광역시 수성구 중동 160-5 ,58.3,0507-1413-2844,커피숍
293,휴게음식점,쥬씨지산범물점,"대구광역시 수성구 지범로 167, 107호 (지산동)",대구광역시 수성구 지산동 1276-5 ,28.49,053-781-3960,커피숍
294,휴게음식점,까페페르보이(Caffe per Voi),"대구광역시 수성구 달구벌대로 3105, 3층 (시지동)",대구광역시 수성구 시지동 45-5 ,60.12,070-7773-2258,커피숍
295,휴게음식점,커피에반하다(대구상동점),대구광역시 수성구 상화로5길 19 (상동),대구광역시 수성구 상동 130-13 ,34,053-763-4324,커피숍
296,휴게음식점,유니툰,"대구광역시 수성구 고산로18길 19, 3층 (신매동)",대구광역시 수성구 신매동 568-5 ,198.9,0507-1340-1445,커피숍
297,휴게음식점,카페인중독(대구수성점),"대구광역시 수성구 수성로 393, 상가동 108호 (수성동4가, 수성하이츠)",대구광역시 수성구 수성동4가 1090-8 (수성하이츠 상가동 108호) ,46.81,053-742-0759,커피숍
298,휴게음식점,마쥬,대구광역시 수성구 청솔로 124-16 (범어동),대구광역시 수성구 범어동 807-22 ,85.2,053-742-2112,커피숍
299,휴게음식점,머그(mug)카페,대구광역시 수성구 범안로 54 (범물동),대구광역시 수성구 범물동 1374-2 ,12,데이터 미집계,커피숍
300,휴게음식점,카페제이콥아츠,"대구광역시 수성구 범어천로 90 (범어동, 범어성당 )",대구광역시 수성구 범어동 782-2 (범어성당 지하2층) ,170,053-743-3838,커피숍
301,휴게음식점,길카페,"대구광역시 수성구 국채보상로 846, 상가동 113호 (범어동, 청구성조타운)",대구광역시 수성구 범어동 2017 (청구성조타운상가동 113호) ,13.2,053-743-4843,커피숍
302,휴게음식점,빠르띠로,"대구광역시 수성구 지범로22길 20, 108동 109호 (지산동, 지산현대맨션상가 )",대구광역시 수성구 지산동 1272-3 (지산현대맨션상가 108동 109호) ,23,053-782-2369,커피숍
303,휴게음식점,어느봄날,대구광역시 수성구 화랑로2길 105 (만촌동),대구광역시 수성구 만촌동 1341 ,83,데이터 미집계,커피숍
304,휴게음식점,세븐일레븐대구산업정보대점,대구광역시 수성구 달구벌대로528길 8 (만촌동),대구광역시 수성구 만촌동 852-33 ,3.3,053-753-6887,커피숍
305,휴게음식점,마시그래이두산점,대구광역시 수성구 상화로 140 (두산동),대구광역시 수성구 두산동 124-5 ,29.7,0507-1436-8893,커피숍
306,휴게음식점,윌커피,"대구광역시 수성구 명덕로75길 34, 1층 (수성동1가)",대구광역시 수성구 수성동1가 260-10 1층 ,27.89,데이터 미집계,커피숍
307,휴게음식점,알토커피(alto coffee),대구광역시 수성구 수성로32길 127-19 (상동),대구광역시 수성구 상동 58-11 ,87.5,개인정보 포함,커피숍
308,휴게음식점,리즈카페(LEES cafe),대구광역시 수성구 수성로 262 (중동),대구광역시 수성구 중동 31-3 ,0,053-768-4133,커피숍
309,휴게음식점,아이더블유엘티,대구광역시 수성구 동대구로8길 12 (지산동),대구광역시 수성구 지산동 1049-10 ,53.17,데이터 미집계,커피숍
310,휴게음식점,수니커피,대구광역시 수성구 명덕로 498 (범어동),대구광역시 수성구 범어동 775-60 ,10,데이터 미집계,커피숍
311,휴게음식점,12파운드,대구광역시 수성구 청수로9길 30 (중동),"대구광역시 수성구 중동 173-3 지하1층,1층 ",35.15,053-763-7510,커피숍
312,휴게음식점,스마일꽈배기,"대구광역시 수성구 달구벌대로528길 10, 1층 (만촌동)",대구광역시 수성구 만촌동 852-32 1층 ,39.2,0507-1312-0492,커피숍
313,휴게음식점,주식회사 나리꼬모,대구광역시 수성구 달구벌대로 2683 (만촌동),대구광역시 수성구 만촌동 752-2 ,63.01,070-8830-9110,커피숍
314,휴게음식점,까페라파,대구광역시 수성구 교학로11길 79 (만촌동),대구광역시 수성구 만촌동 812-6 ,34.16,053-755-4195,커피숍
315,휴게음식점,메가엠지씨커피대구범어점,대구광역시 수성구 달구벌대로480길 33 (범어동),대구광역시 수성구 범어동 549-13 ,20.63,053-745-7912,커피숍
316,휴게음식점,컵피(cupp),대구광역시 수성구 시지로 37 (시지동),대구광역시 수성구 시지동 488-11 ,14.2,개인정보 포함,커피숍
317,휴게음식점,스타벅스대구중동네거리DT점,"대구광역시 수성구 청수로 51, 1,2층 (중동)","대구광역시 수성구 중동 184-4 (1,2층) ",352.4,053-762-3284,커피숍
318,휴게음식점,어벤더치대구지범점,대구광역시 수성구 지범로23길 20 (지산동),대구광역시 수성구 지산동 1277-9 ,36,053-781-2502,커피숍
319,휴게음식점,카페아틀란,"대구광역시 수성구 희망로 229, 1층 103호 (황금동)",대구광역시 수성구 황금동 690-13 1층 103호,41.98,0507-1363-0545,커피숍
320,휴게음식점,아틀리에빈담티점(21호),"대구광역시 수성구 달구벌대로 2690, 101,102,103,104호 (만촌동, 만촌화성파크드림2)",대구광역시 수성구 만촌동 861-8 만촌화성파크드림2 101~104호,231.88,053-755-1306,커피숍
321,휴게음식점,샌타바버라,"대구광역시 수성구 화랑로 46 (만촌동, 성원넥서스)",대구광역시 수성구 만촌동 1356-22 ,82.5,053-751-4796,커피숍
322,휴게음식점,카페(cafe)앤젤라,"대구광역시 수성구 지범로21길 15, 1층 7호 (지산동, 청산맨션)",대구광역시 수성구 지산동 1269-1 청산맨션 ,80.37,데이터 미집계,커피숍
323,휴게음식점,커피청,대구광역시 수성구 수성로 104 (상동),대구광역시 수성구 상동 310-1 ,20,데이터 미집계,커피숍
324,휴게음식점,고바슨범어점,"대구광역시 수성구 동대구로55길 11, 101동 111호 (범어동, 범어라온프라이빗)",대구광역시 수성구 범어동 775-14 ,84.17,053-710-3335,커피숍
325,휴게음식점,카페414,대구광역시 수성구 들안로 414 (범어동),대구광역시 수성구 범어동 1163 ,269.39,053-742-9531,커피숍
326,휴게음식점,멜리아,"대구광역시 수성구 상록로2길 21, 101호 (범어동)",대구광역시 수성구 범어동 37-21 ,23.49,053-752-9952,커피숍
327,휴게음식점,커피마마,"대구광역시 수성구 시지로 55, 상가1동 202호 (시지동, 고산노변타운)",대구광역시 수성구 시지동 498 고산노변타운 상가1동 202호,39.6,053-791-7707,커피숍
328,휴게음식점,박종인플라워카페,대구광역시 수성구 달구벌대로 2285 (수성동4가),대구광역시 수성구 수성동4가 1186-79 ,28.43,0507-1429-1038,커피숍
329,휴게음식점,가장낭만적인위로 데이데이,대구광역시 수성구 청호로85안길 33 (범어동),대구광역시 수성구 범어동 65-91 ,59.87,0507-1410-7815,커피숍
330,휴게음식점,퍼스트커피,대구광역시 수성구 수성로41길 66-11 (중동),대구광역시 수성구 중동 532-301 ,16.53,053-763-4333,커피숍
331,휴게음식점,파스쿠찌대구만촌점,대구광역시 수성구 화랑로 114 (만촌동),대구광역시 수성구 만촌동 1329-15 ,244.8,053-745-8497,커피숍
332,휴게음식점,팬더하우스수성못점,"대구광역시 수성구 용학로 170, 2층 (지산동)",대구광역시 수성구 지산동 1187-26 ,10,070-8285-8207,커피숍
333,휴게음식점,애프터글로우(Afterglow),대구광역시 수성구 달구벌대로 2540-1 (범어동),대구광역시 수성구 범어동 217-20 12호,22.28,데이터 미집계,커피숍
334,휴게음식점,노란토끼(카페),"대구광역시 수성구 국채보상로164길 17, 2층 (범어동)",대구광역시 수성구 범어동 1840 2층 ,66.26,데이터 미집계,커피숍
335,휴게음식점,아쿠페로스터즈,대구광역시 수성구 달구벌대로650길 97-1 (욱수동),대구광역시 수성구 욱수동 227-20 ,114.05,개인정보 포함,커피숍
336,휴게음식점,켑트커피(keptcoffee),대구광역시 수성구 달구벌대로650길 13 (신매동),대구광역시 수성구 신매동 204-6 ,84.4,0507-1416-6810,커피숍
337,휴게음식점,어울림플라워앤커피,대구광역시 수성구 달구벌대로568길 31 (이천동),대구광역시 수성구 이천동 92-2 ,77,053-644-5448,커피숍
338,휴게음식점,벨리시모앤틱카페,"대구광역시 수성구 무학로 37, 1,2층 (상동)",대구광역시 수성구 상동 413-7 ,206.54,0507-1430-9778,커피숍
339,휴게음식점,대구범어작심카페,"대구광역시 수성구 달구벌대로 2488, 3층 (범어동)",대구광역시 수성구 범어동 198-3 3층 ,68.72,053-754-0910,커피숍
340,휴게음식점,반디의꿈,"대구광역시 수성구 달구벌대로 2396, 제2호 (범어동, 범어역)",대구광역시 수성구 범어동 835 ,25.64,053-3053-7597,커피숍
